event_date,event_timestamp,user_id,session_id,event_name,page_location,device_category,geo_country,traffic_source,traffic_medium,traffic_campaign,engagement_time_msec,value
2024-11-16,1731769200000,anon_102,sess_102_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,4200,
2024-11-16,1731769204000,anon_102,sess_102_1,page_view,https://autotech.com/pricing,desktop,BR,google,cpc,campaign_fleet_q4,3100,
2024-11-17,1731855600000,U009,sess_u009_1,page_view,https://autotech.com/,mobile,BR,partner,referral,,7600,
2024-11-17,1731855607000,U009,sess_u009_1,form_start,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-17,1731855611000,U009,sess_u009_1,form_submit,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-17,1731855615000,U009,sess_u009_1,lead_generated,https://autotech.com/thank-you,mobile,BR,partner,referral,,0,1
2024-11-17,1731862000000,U010,sess_u010_1,page_view,https://autotech.com/,desktop,BR,google,organic,,10200,
2024-11-17,1731862010000,U010,sess_u010_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,google,organic,,6500,
2024-11-17,1731862016000,U010,sess_u010_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-17,1731862022000,U010,sess_u010_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-17,1731862027000,U010,sess_u010_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-18,1731949200000,U011,sess_u011_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,11800,
2024-11-18,1731949211000,U011,sess_u011_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-18,1731949215000,U011,sess_u011_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-18,1731949220000,U011,sess_u011_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-11-19,1732035600000,U012,sess_u012_1,page_view,https://autotech.com/,mobile,BR,google,organic,,9100,
2024-11-19,1732035609000,U012,sess_u012_1,view_item,https://autotech.com/solutions/insurance,mobile,BR,google,organic,,5800,
2024-11-19,1732035615000,U012,sess_u012_1,form_start,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-11-19,1732035621000,U012,sess_u012_1,form_submit,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-11-19,1732035626000,U012,sess_u012_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-11-19,1732035632000,U012,sess_u012_1,demo_requested,https://autotech.com/demo-booked,mobile,BR,google,organic,,0,1
2024-11-20,1732122000000,U013,sess_u013_1,page_view,https://autotech.com/,desktop,BR,linkedin,cpc,outbound_enterprise,14500,
2024-11-20,1732122014000,U013,sess_u013_1,view_item,https://autotech.com/pricing,desktop,BR,linkedin,cpc,outbound_enterprise,8200,
2024-11-20,1732122022000,U013,sess_u013_1,form_start,https://autotech.com/contact,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-11-20,1732122026000,U013,sess_u013_1,form_submit,https://autotech.com/contact,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-11-20,1732122030000,U013,sess_u013_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-11-20,1732130000000,U014,sess_u014_1,page_view,https://autotech.com/,desktop,BR,google,organic,,7900,
2024-11-20,1732130007000,U014,sess_u014_1,view_item,https://autotech.com/solutions/dealership,desktop,BR,google,organic,,5200,
2024-11-20,1732130012000,U014,sess_u014_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-20,1732130017000,U014,sess_u014_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-20,1732130022000,U014,sess_u014_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-21,1732215600000,U015,sess_u015_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,15600,
2024-11-21,1732215615000,U015,sess_u015_1,login,https://autotech.com/app,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-21,1732215620000,U015,sess_u015_1,feature_usage,https://autotech.com/app/dashboard,desktop,BR,google,cpc,campaign_fleet_q4,45000,
2024-11-21,1732215665000,U015,sess_u015_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-21,1732215670000,U015,sess_u015_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-21,1732215675000,U015,sess_u015_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-11-21,1732215680000,U015,sess_u015_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-11-22,1732302000000,U016,sess_u016_1,page_view,https://autotech.com/,mobile,BR,partner,referral,,6800,
2024-11-22,1732302006000,U016,sess_u016_1,form_start,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-22,1732302010000,U016,sess_u016_1,form_submit,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-22,1732302014000,U016,sess_u016_1,lead_generated,https://autotech.com/thank-you,mobile,BR,partner,referral,,0,1
2024-11-22,1732309200000,U017,sess_u017_1,page_view,https://autotech.com/,desktop,BR,google,organic,,7200,
2024-11-22,1732309207000,U017,sess_u017_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-22,1732309211000,U017,sess_u017_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-22,1732309215000,U017,sess_u017_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-23,1732388400000,U018,sess_u018_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,12800,
2024-11-23,1732388412000,U018,sess_u018_1,view_item,https://autotech.com/solutions/dealership,desktop,BR,google,cpc,campaign_dealer_2024,9100,
2024-11-23,1732388421000,U018,sess_u018_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-11-23,1732388427000,U018,sess_u018_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-11-23,1732388432000,U018,sess_u018_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-11-23,1732388438000,U018,sess_u018_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-11-24,1732474800000,U019,sess_u019_1,page_view,https://autotech.com/,desktop,BR,google,organic,,10500,
2024-11-24,1732474810000,U019,sess_u019_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,google,organic,,6800,
2024-11-24,1732474816000,U019,sess_u019_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-24,1732474822000,U019,sess_u019_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-24,1732474827000,U019,sess_u019_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-24,1732474833000,U019,sess_u019_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,organic,,0,1
2024-11-25,1732561200000,U020,sess_u020_1,page_view,https://autotech.com/,mobile,BR,facebook,cpc,retarget_insurance,5800,
2024-11-25,1732561205000,U020,sess_u020_1,form_start,https://autotech.com/contact,mobile,BR,facebook,cpc,retarget_insurance,0,
2024-11-25,1732561209000,U020,sess_u020_1,form_submit,https://autotech.com/contact,mobile,BR,facebook,cpc,retarget_insurance,0,
2024-11-25,1732561213000,U020,sess_u020_1,lead_generated,https://autotech.com/thank-you,mobile,BR,facebook,cpc,retarget_insurance,0,1
2024-11-25,1732568400000,U021,sess_u021_1,page_view,https://autotech.com/,desktop,BR,google,organic,,12200,
2024-11-25,1732568412000,U021,sess_u021_1,view_item,https://autotech.com/pricing,desktop,BR,google,organic,,7500,
2024-11-25,1732568419000,U021,sess_u021_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-25,1732568425000,U021,sess_u021_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-25,1732568430000,U021,sess_u021_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-26,1732654800000,U022,sess_u022_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,8400,
2024-11-26,1732654808000,U022,sess_u022_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-11-26,1732654812000,U022,sess_u022_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-11-26,1732654816000,U022,sess_u022_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-11-27,1732741200000,U023,sess_u023_1,page_view,https://autotech.com/,desktop,BR,linkedin,referral,,13800,
2024-11-27,1732741213000,U023,sess_u023_1,view_item,https://autotech.com/solutions/insurance,desktop,BR,linkedin,referral,,9200,
2024-11-27,1732741223000,U023,sess_u023_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-11-27,1732741229000,U023,sess_u023_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-11-27,1732741235000,U023,sess_u023_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,referral,,0,1
2024-11-27,1732741241000,U023,sess_u023_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,referral,,0,1
2024-11-28,1732827600000,U024,sess_u024_1,page_view,https://autotech.com/,mobile,BR,partner,referral,,7100,
2024-11-28,1732827607000,U024,sess_u024_1,form_start,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-28,1732827611000,U024,sess_u024_1,form_submit,https://autotech.com/contact,mobile,BR,partner,referral,,0,
2024-11-28,1732827615000,U024,sess_u024_1,lead_generated,https://autotech.com/thank-you,mobile,BR,partner,referral,,0,1
2024-11-28,1732835000000,U025,sess_u025_1,page_view,https://autotech.com/,desktop,BR,google,organic,,9800,
2024-11-28,1732835009000,U025,sess_u025_1,view_item,https://autotech.com/solutions/dealership,desktop,BR,google,organic,,6200,
2024-11-28,1732835015000,U025,sess_u025_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-28,1732835021000,U025,sess_u025_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-11-28,1732835026000,U025,sess_u025_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-11-29,1732914000000,U026,sess_u026_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,14200,
2024-11-29,1732914014000,U026,sess_u026_1,view_item,https://autotech.com/customers,desktop,BR,google,cpc,campaign_fleet_q4,8800,
2024-11-29,1732914022000,U026,sess_u026_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-29,1732914028000,U026,sess_u026_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-11-29,1732914033000,U026,sess_u026_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-11-29,1732914039000,U026,sess_u026_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-11-30,1733000400000,U027,sess_u027_1,page_view,https://autotech.com/,mobile,BR,google,organic,,8900,
2024-11-30,1733000408000,U027,sess_u027_1,view_item,https://autotech.com/solutions/insurance,mobile,BR,google,organic,,5600,
2024-11-30,1733000414000,U027,sess_u027_1,form_start,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-11-30,1733000420000,U027,sess_u027_1,form_submit,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-11-30,1733000425000,U027,sess_u027_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-11-30,1733000431000,U027,sess_u027_1,demo_requested,https://autotech.com/demo-booked,mobile,BR,google,organic,,0,1
2024-12-01,1733086800000,U028,sess_u028_1,page_view,https://autotech.com/,desktop,BR,google,organic,,7600,
2024-12-01,1733086807000,U028,sess_u028_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-01,1733086811000,U028,sess_u028_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-01,1733086815000,U028,sess_u028_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-02,1733173200000,U029,sess_u029_1,page_view,https://autotech.com/,desktop,BR,linkedin,cpc,outbound_enterprise,15200,
2024-12-02,1733173215000,U029,sess_u029_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,linkedin,cpc,outbound_enterprise,9500,
2024-12-02,1733173225000,U029,sess_u029_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-02,1733173231000,U029,sess_u029_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-02,1733173237000,U029,sess_u029_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-02,1733173243000,U029,sess_u029_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-03,1733259600000,U030,sess_u030_1,page_view,https://autotech.com/,desktop,BR,(direct),none,,8100,
2024-12-03,1733259608000,U030,sess_u030_1,form_start,https://autotech.com/contact,desktop,BR,(direct),none,,0,
2024-12-03,1733259612000,U030,sess_u030_1,form_submit,https://autotech.com/contact,desktop,BR,(direct),none,,0,
2024-12-03,1733259616000,U030,sess_u030_1,lead_generated,https://autotech.com/thank-you,desktop,BR,(direct),none,,0,1
2024-12-04,1733346000000,U031,sess_u031_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,11800,
2024-12-04,1733346011000,U031,sess_u031_1,view_item,https://autotech.com/pricing,desktop,BR,google,cpc,campaign_dealer_2024,7200,
2024-12-04,1733346018000,U031,sess_u031_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-04,1733346024000,U031,sess_u031_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-04,1733346030000,U031,sess_u031_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-04,1733346036000,U031,sess_u031_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-05,1733432400000,U032,sess_u032_1,page_view,https://autotech.com/,mobile,BR,google,organic,,6700,
2024-12-05,1733432406000,U032,sess_u032_1,form_start,https://autotech.com/contact,mobile,BR,google,organic,,0,
2024-12-05,1733432410000,U032,sess_u032_1,form_submit,https://autotech.com/contact,mobile,BR,google,organic,,0,
2024-12-05,1733432414000,U032,sess_u032_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-12-05,1733439600000,U033,sess_u033_1,page_view,https://autotech.com/,desktop,BR,partner,referral,,12400,
2024-12-05,1733439612000,U033,sess_u033_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,partner,referral,,7800,
2024-12-05,1733439620000,U033,sess_u033_1,form_start,https://autotech.com/demo,desktop,BR,partner,referral,,0,
2024-12-05,1733439626000,U033,sess_u033_1,form_submit,https://autotech.com/demo,desktop,BR,partner,referral,,0,
2024-12-05,1733439632000,U033,sess_u033_1,lead_generated,https://autotech.com/thank-you,desktop,BR,partner,referral,,0,1
2024-12-06,1733526000000,U034,sess_u034_1,page_view,https://autotech.com/,desktop,BR,google,organic,,10200,
2024-12-06,1733526010000,U034,sess_u034_1,view_item,https://autotech.com/solutions/fleet,desktop,BR,google,organic,,6400,
2024-12-06,1733526016000,U034,sess_u034_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-06,1733526022000,U034,sess_u034_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-06,1733526027000,U034,sess_u034_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-06,1733526033000,U034,sess_u034_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,organic,,0,1
2024-12-07,1733612400000,U035,sess_u035_1,page_view,https://autotech.com/,desktop,BR,linkedin,referral,,13500,
2024-12-07,1733612413000,U035,sess_u035_1,view_item,https://autotech.com/solutions/insurance,desktop,BR,linkedin,referral,,8600,
2024-12-07,1733612422000,U035,sess_u035_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-12-07,1733612428000,U035,sess_u035_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-12-07,1733612434000,U035,sess_u035_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,referral,,0,1
2024-12-08,1733698800000,U036,sess_u036_1,page_view,https://autotech.com/,mobile,BR,google,cpc,campaign_dealer_2024,5900,
2024-12-08,1733698805000,U036,sess_u036_1,form_start,https://autotech.com/contact,mobile,BR,google,cpc,campaign_dealer_2024,0,
2024-12-08,1733698809000,U036,sess_u036_1,form_submit,https://autotech.com/contact,mobile,BR,google,cpc,campaign_dealer_2024,0,
2024-12-08,1733698813000,U036,sess_u036_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-09,1733785200000,U037,sess_u037_1,page_view,https://autotech.com/,desktop,BR,linkedin,cpc,outbound_enterprise,10800,
2024-12-09,1733785210000,U037,sess_u037_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-09,1733785215000,U037,sess_u037_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,cpc,outbound_enterprise,0,
2024-12-09,1733785220000,U037,sess_u037_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-09,1733785225000,U037,sess_u037_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,cpc,outbound_enterprise,0,1
2024-12-10,1733871600000,U038,sess_u038_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_dealer_2024,12800,
2024-12-10,1733871612000,U038,sess_u038_1,view_item,https://autotech.com/solutions/dealership,desktop,BR,google,cpc,campaign_dealer_2024,8100,
2024-12-10,1733871620000,U038,sess_u038_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-10,1733871626000,U038,sess_u038_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_dealer_2024,0,
2024-12-10,1733871632000,U038,sess_u038_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-10,1733871638000,U038,sess_u038_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_dealer_2024,0,1
2024-12-11,1733958000000,U039,sess_u039_1,page_view,https://autotech.com/,desktop,BR,google,organic,,7400,
2024-12-11,1733958007000,U039,sess_u039_1,form_start,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-11,1733958011000,U039,sess_u039_1,form_submit,https://autotech.com/demo,desktop,BR,google,organic,,0,
2024-12-11,1733958015000,U039,sess_u039_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,organic,,0,1
2024-12-12,1734044400000,U040,sess_u040_1,page_view,https://autotech.com/,desktop,BR,google,cpc,campaign_fleet_q4,14200,
2024-12-12,1734044414000,U040,sess_u040_1,view_item,https://autotech.com/customers,desktop,BR,google,cpc,campaign_fleet_q4,9200,
2024-12-12,1734044423000,U040,sess_u040_1,form_start,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-12,1734044429000,U040,sess_u040_1,form_submit,https://autotech.com/demo,desktop,BR,google,cpc,campaign_fleet_q4,0,
2024-12-12,1734044435000,U040,sess_u040_1,lead_generated,https://autotech.com/thank-you,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-12,1734044441000,U040,sess_u040_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,google,cpc,campaign_fleet_q4,0,1
2024-12-13,1734130800000,U041,sess_u041_1,page_view,https://autotech.com/,mobile,BR,google,organic,,9600,
2024-12-13,1734130809000,U041,sess_u041_1,view_item,https://autotech.com/solutions/fleet,mobile,BR,google,organic,,6100,
2024-12-13,1734130815000,U041,sess_u041_1,form_start,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-13,1734130821000,U041,sess_u041_1,form_submit,https://autotech.com/demo,mobile,BR,google,organic,,0,
2024-12-13,1734130826000,U041,sess_u041_1,lead_generated,https://autotech.com/thank-you,mobile,BR,google,organic,,0,1
2024-12-13,1734130832000,U041,sess_u041_1,demo_requested,https://autotech.com/demo-booked,mobile,BR,google,organic,,0,1
2024-12-14,1734217200000,U042,sess_u042_1,page_view,https://autotech.com/,desktop,BR,partner,referral,,8200,
2024-12-14,1734217208000,U042,sess_u042_1,form_start,https://autotech.com/contact,desktop,BR,partner,referral,,0,
2024-12-14,1734217212000,U042,sess_u042_1,form_submit,https://autotech.com/contact,desktop,BR,partner,referral,,0,
2024-12-14,1734217216000,U042,sess_u042_1,lead_generated,https://autotech.com/thank-you,desktop,BR,partner,referral,,0,1
2024-12-15,1734303600000,U043,sess_u043_1,page_view,https://autotech.com/,desktop,BR,linkedin,referral,,14100,
2024-12-15,1734303614000,U043,sess_u043_1,view_item,https://autotech.com/solutions/insurance,desktop,BR,linkedin,referral,,8800,
2024-12-15,1734303622000,U043,sess_u043_1,form_start,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-12-15,1734303628000,U043,sess_u043_1,form_submit,https://autotech.com/demo,desktop,BR,linkedin,referral,,0,
2024-12-15,1734303634000,U043,sess_u043_1,lead_generated,https://autotech.com/thank-you,desktop,BR,linkedin,referral,,0,1
2024-12-15,1734303640000,U043,sess_u043_1,demo_requested,https://autotech.com/demo-booked,desktop,BR,linkedin,referral,,0,1
